,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Mattia Zaccagni,Verona,FW,2,180,2,-,-,-,2,83.3,2,1,8.47,1.5,2,0.5,-,-,0.5,-,-,2.5,3.5,3.5,-,4,1,30,3,0.5,0.5,Serie A,2021/2022
1,Luca Gemello,Torino,Goalkeeper,1,90,-,-,-,-,-,39.4,-,-,7.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,7,-,Serie A,2021/2022
2,Domenico Berardi,Sassuolo,FW,33,2838,15,14,9,-,3.3,74.8,0.5,8,7.43,1,0.9,1.6,-,0.7,1.3,0.1,-,2.5,0.9,2.3,0.3,1.3,1.9,38.9,0.8,3.1,0.3,Serie A,2021/2022
3,Rafael Leão,AC Milan,FW,31(3),2621,11,8,4,-,2.9,74.8,0.8,2,7.37,0.5,0.4,0.7,-,0.2,0.3,-,-,1.3,2.9,1.3,0.2,1.5,2.1,20.7,0.4,1,0.1,Serie A,2021/2022
4,Sergej Milinkovic-Savic,Lazio,AM(C),36(1),3111,11,11,4,1,2,81.4,2.8,7,7.36,1.8,0.9,1.5,-,1.1,1,0.2,-,1.4,1.2,1.2,0.1,1.3,2.7,62.2,0.3,2.6,0.1,Serie A,2021/2022
5,Lorenzo Pellegrini,Roma,M(CL),27(1),2300,9,5,6,1,3.3,77.7,0.6,6,7.34,1.3,1,1.6,-,0.7,1.6,-,-,2.4,1.5,1.8,0.3,0.9,2.3,32.9,2,1.9,0.1,Serie A,2021/2022
6,Dusan Vlahovic,Fiorentina,FW,21,1862,17,2,2,-,3.6,70.6,2,5,7.33,0.2,-,0.9,-,0.7,0.4,0.1,-,1,1,2.3,0.9,2,3.9,18,0.2,1,0.1,Serie A,2021/2022
7,Ciro Immobile,Lazio,FW,31,2718,27,2,4,-,3.8,78,0.7,2,7.31,0.3,0.1,1.2,-,0.5,0.5,-,-,0.9,0.6,1.3,0.4,1.4,2.5,27.9,0.1,0.6,0.1,Serie A,2021/2022
8,Luis Muriel,Atalanta,FW,17(10),1543,9,8,1,-,2.1,75.6,1.1,4,7.30,0.6,0.1,0.5,-,0.2,0.6,-,-,2.2,2.3,1,0.3,1.7,2.3,24.9,1.1,0.7,0.1,Serie A,2021/2022
9,Hakan Çalhanoglu,Inter,FW,33(1),2509,7,12,11,-,1.9,86.8,0.3,5,7.28,1.2,0.7,1.1,-,0.3,0.9,0.1,-,2.6,0.4,0.8,-,0.6,1.3,47.5,2.1,3.1,0.1,Serie A,2021/2022
10,Wisdom Amey,Bologna,Defender,1,72,-,-,-,-,-,69,3,-,7.27,3,3,1,-,1,1,-,-,-,-,2,-,-,-,29,-,3,-,Serie A,2021/2022
11,Victor Osimhen,Napoli,FW,23(4),1993,14,2,5,1,3.4,70.5,1.9,4,7.22,0.4,0.1,1.4,-,0.6,0.1,0.1,-,0.6,1.1,1.4,0.7,1.2,2.8,12,-,0.3,-,Serie A,2021/2022
12,Ivan Perisic,Inter,FW,35,2844,8,7,4,-,1.3,76.3,1.6,5,7.22,1.1,1.3,0.8,-,0.9,0.6,0.2,-,1.6,0.7,0.2,0.4,0.2,1.4,33.3,1.1,1.8,-,Serie A,2021/2022
13,Paulo Dybala,Juventus,FW,26(3),2074,10,5,3,-,3.4,84.3,0.3,5,7.22,1,0.3,0.6,-,0.1,0.9,-,-,1.3,1.6,1.7,0.2,1,2.4,36.3,0.6,2.3,0.1,Serie A,2021/2022
14,Bremer,Torino,D(C),33,2895,3,1,7,-,0.8,81.6,4,4,7.22,1.5,3.2,2,0.6,4,0.3,0.7,-,0.2,0.5,0.6,0.2,0.2,0.9,43.3,-,2.6,-,Serie A,2021/2022
15,Gianluca Caprari,Verona,FW,33(2),2755,12,7,4,-,1.9,80.5,0.2,6,7.20,1.2,0.1,1.2,-,0.1,1,-,-,1.8,1.9,2.1,0.4,1.5,2.7,32.9,0.7,0.9,0.2,Serie A,2021/2022
16,Juan Cuadrado,Juventus,FW,28(5),2496,4,4,9,-,1.1,88.7,0.6,5,7.19,1.5,0.9,0.6,-,0.9,0.8,0.2,-,1.8,1.4,1.6,-,0.5,1.4,49.2,1.3,3.9,-,Serie A,2021/2022
17,Lautaro Martínez,Inter,FW,28(7),2302,21,3,6,-,3.4,74.7,0.8,4,7.18,0.6,0.5,1.1,-,0.2,0.1,-,-,0.8,0.6,1.3,0.3,0.7,1.8,14,0.1,0.4,-,Serie A,2021/2022
18,Tammy Abraham,Roma,FW,36(1),3099,17,4,9,-,2.6,71,2.1,4,7.17,0.7,0.1,1,-,0.7,0.4,0.1,-,1,1,1.3,0.5,1.1,2.3,18.3,0.1,0.4,0.1,Serie A,2021/2022
19,Theo Hernández,AC Milan,M(L),30(2),2713,5,6,5,2,1.3,83.8,0.8,4,7.16,1.7,0.7,1.1,0.3,0.8,0.3,0.1,-,1.6,1.5,2.3,0.3,0.8,1.7,42.8,1.2,2.2,0.1,Serie A,2021/2022
20,Marcelo Brozovic,Inter,M(CR),35,2951,2,1,7,-,0.9,92.5,0.4,2,7.13,2.2,1.1,1.2,-,0.9,1,0.3,-,1,0.8,0.9,-,0.6,1.1,73.6,0.3,5.8,0.1,Serie A,2021/2022
21,Nicolò Barella,Inter,AM(C),36,2933,3,12,9,-,1.9,85.1,0.6,2,7.13,1.8,0.6,0.8,-,0.2,0.7,0.1,-,1.8,1,1.4,0.1,1.1,1.6,49.6,0.6,2.3,0.2,Serie A,2021/2022
22,Fabián Ruiz,Napoli,M(CL),29(3),2398,7,4,2,-,1.3,90.5,0.3,3,7.10,1.7,0.7,0.7,-,1,1.2,-,-,1,0.4,0.6,-,0.3,0.9,67.9,0.1,4.2,0.1,Serie A,2021/2022
23,Lorenzo Insigne,Napoli,FW,28(4),2311,11,9,2,-,2.9,83.7,0.2,5,7.09,0.7,0.6,0.6,-,-,1.1,-,-,2,1.3,0.7,0.2,0.9,1.6,43.3,0.9,2.8,0.2,Serie A,2021/2022
24,Wladimiro Falcone,Sampdoria,GK,9(1),855,-,-,2,-,-,69.3,0.4,2,7.08,-,0.1,-,-,0.8,-,-,-,-,-,0.1,-,-,-,31.6,-,8.2,-,Serie A,2021/2022
25,Kalidou Koulibaly,Napoli,D(C),27,2406,3,3,5,1,0.4,86.9,1.8,1,7.08,1.4,1.1,1,0.7,3.1,0.5,0.9,-,0.4,0.7,0.4,-,0.1,0.6,60.8,-,3.4,-,Serie A,2021/2022
26,Edin Dzeko,Inter,FW,27(9),2476,13,5,2,-,2.4,72.7,2.3,-,7.07,0.4,0.1,0.8,-,1,0.5,0.1,-,1.1,0.5,1.1,0.1,0.9,2.2,21.3,0.3,1.2,0.1,Serie A,2021/2022
27,Duván Zapata,Atalanta,FW,20(4),1732,10,4,3,-,3.4,76.7,1.9,2,7.06,0.3,0.1,1.2,-,0.2,0.2,-,-,1.6,1.2,1.1,0.4,1.8,3.6,21.5,0.3,0.4,0.1,Serie A,2021/2022
28,Frank Anguissa,Napoli,M(C),21(4),1925,-,2,5,-,0.8,89.9,1.2,1,7.05,2,1,1.5,-,1.2,1,0.2,-,0.9,1.8,1.1,-,0.9,1.8,48.1,0.2,1.2,-,Serie A,2021/2022
29,Giovanni Di Lorenzo,Napoli,M(R),33,2873,1,5,3,-,0.6,88.2,1.4,2,7.04,1.8,1.2,1.1,0.2,1.2,0.8,0.3,-,1,0.6,1.4,0.2,0.8,0.7,59.2,0.2,2.1,0.1,Serie A,2021/2022
30,Gerard Deulofeu,Udinese,FW,31(3),2628,13,5,9,-,2.3,78.7,0.1,3,7.04,0.3,0.3,0.7,-,0.1,0.6,-,-,2.4,1.5,0.9,1,1.3,2.9,26.6,1.1,0.6,0.1,Serie A,2021/2022
31,Sandro Tonali,AC Milan,DMC,31(5),2608,5,2,9,-,1,85.5,0.3,4,7.02,1.5,0.9,1.3,-,0.5,0.6,0.2,-,1.2,0.8,1.4,0.1,0.6,0.9,38,0.9,2.8,0.1,Serie A,2021/2022
32,Felipe Anderson,Lazio,FW,33(5),2900,6,8,2,-,1.2,81.4,0.3,3,7.02,1.9,0.5,1.1,-,0.4,1.9,0.2,-,1.3,1.5,1,0.2,1,2.3,34.6,0.5,0.8,0.1,Serie A,2021/2022
33,Nicolás González,Fiorentina,FW,26(7),2361,7,6,2,1,2.2,77.9,2,8,7.02,0.6,0.6,0.9,-,0.1,0.6,0.1,-,1.1,1.7,2.9,0.2,1.2,2.9,25.5,0.4,1.7,-,Serie A,2021/2022
34,Mattia Zaccagni,Lazio,FW,21(8),1881,4,5,6,-,1.1,84.6,0.4,3,7.01,1.1,0.7,1,-,0.1,0.3,0.1,-,0.9,1.6,2.6,0.1,0.4,1.4,23.5,0.2,0.6,-,Serie A,2021/2022
35,Abdelhamid Sabiri,Sampdoria,FW,9(5),895,3,2,3,-,1.1,77.6,1.9,3,7.00,2.4,0.5,1.5,-,0.2,1.3,0.1,-,0.9,1.2,2.4,0.1,1.3,2.3,23,0.4,1.6,-,Serie A,2021/2022
36,José Luis Palomino,Atalanta,D(C),30(4),2674,1,-,9,-,0.4,81.3,3.1,2,7.00,2.3,2.9,1.1,0.7,2.3,0.5,0.6,-,0.1,0.2,0.5,-,0.2,0.4,48.4,0.1,2.8,-,Serie A,2021/2022
37,Henrikh Mkhitaryan,Roma,FW,29(2),2505,5,6,2,1,1.8,84.9,0.5,2,6.99,1.5,0.7,1.3,-,0.8,1.1,0.1,-,1.3,1.1,1.6,0.2,0.9,1.9,35.6,0.4,1.6,0.2,Serie A,2021/2022
38,Olivier Giroud,AC Milan,FW,22(7),1905,11,3,4,-,2.2,67.6,3.2,4,6.99,0.5,0.1,1.1,-,0.7,0.5,0.1,-,0.9,0.1,0.8,0.4,0.4,2,16.3,-,0.2,-,Serie A,2021/2022
39,Fikayo Tomori,AC Milan,D(CR),30(1),2719,-,-,4,-,0.4,87.9,1.6,-,6.98,2.4,1.5,0.6,0.5,2.5,0.3,0.7,-,0.1,0.3,0.4,-,-,0.5,55.7,-,3.3,-,Serie A,2021/2022
40,Mário Rui,Napoli,M(L),34,3002,-,6,7,-,0.9,86.1,0.4,1,6.98,2,1.2,0.9,0.3,1.3,1.3,0.2,-,1.2,0.4,1.8,0.1,0.4,0.7,62.4,0.4,3.9,-,Serie A,2021/2022
41,Milan Djuric,Salernitana,FW,23(10),2173,5,3,6,-,1.5,60.2,7.4,3,6.97,-,0.1,0.7,-,1,0.1,-,-,1,0.2,1.4,0.2,0.6,1.1,20.4,-,-,-,Serie A,2021/2022
42,Luis Alberto,Lazio,FW,27(7),2363,5,10,5,-,1.4,87.7,0.2,2,6.96,0.9,0.4,0.4,-,0.2,1.3,0.1,-,1.9,0.8,0.8,-,0.7,0.9,53.1,0.9,1.8,0.3,Serie A,2021/2022
43,Francesco Bardi,Bologna,GK,2,178,-,-,-,-,-,64.3,0.5,-,6.96,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,21,-,4,-,Serie A,2021/2022
44,Federico Chiesa,Juventus,FW,11(3),868,2,2,-,-,2,79.1,-,3,6.94,1.9,0.3,0.6,-,0.1,1,-,-,1.2,1.5,1.1,0.1,1.1,1.4,17.1,1.1,0.7,-,Serie A,2021/2022
45,Bryan Cristante,Roma,M(C),29(5),2674,2,-,9,-,1.2,82.2,2.6,1,6.94,2.3,1.2,1.2,0.1,1.3,0.9,0.1,1,0.7,0.7,0.4,-,0.4,0.6,52.7,0.1,4.2,0.1,Serie A,2021/2022
46,Antonio Candreva,Sampdoria,M(CLR),36,3132,7,10,6,1,2.1,76.2,0.1,4,6.94,0.8,0.9,0.5,-,0.3,1,0.1,-,2.2,0.6,1.3,0.4,1,1.6,42.4,2.1,3.5,0.2,Serie A,2021/2022
47,Franck Kessie,AC Milan,M(C),25(6),2312,6,-,2,-,1.1,88.5,1,2,6.94,1.3,0.7,1.2,0.1,0.7,0.3,0.3,-,0.9,1.1,1,-,0.9,1.2,42.5,0.1,1.9,-,Serie A,2021/2022
48,Danilo,Juventus,DMC,22,1895,1,1,6,-,0.6,86.3,1.7,-,6.93,1.7,1.5,0.9,0.3,2.1,0.5,0.5,-,0.6,0.2,0.5,-,0.2,0.4,59.9,0.3,3.5,-,Serie A,2021/2022
49,Sergio Romero,Venezia,GK,16,1440,-,-,2,-,-,65.4,0.4,2,6.93,0.1,0.1,0.1,-,1.3,-,-,-,0.1,-,0.1,-,-,-,30.3,-,6.4,-,Serie A,2021/2022
50,Mike Maignan,AC Milan,GK,32,2880,-,1,1,-,-,75.8,0.2,1,6.92,0.1,-,-,-,0.5,-,-,-,0.1,-,0.3,-,-,0.1,30.9,-,6.9,-,Serie A,2021/2022
51,Robin Gosens,Atalanta,M(CL),5(1),462,1,-,2,-,2.5,81.1,2,-,6.92,1.2,1.5,0.5,-,0.2,0.7,-,-,1,-,0.8,0.2,0.2,1,36.2,0.3,1.2,-,Serie A,2021/2022
52,Antonín Barak,Verona,AM(CR),27(2),2348,11,4,4,-,1.8,80.5,1.4,1,6.91,0.6,0.2,0.9,-,0.8,0.4,0.2,-,1,1.1,0.6,0.1,1.9,1.4,37.2,0.1,0.8,0.1,Serie A,2021/2022
53,Ruslan Malinovskyi,Atalanta,FW,19(11),1603,6,4,10,-,1.9,77,0.6,3,6.91,0.6,0.2,1.3,-,-,0.5,0.1,-,1.5,1.6,1.4,0.1,1.6,2.3,27.2,1.1,1.3,0.1,Serie A,2021/2022
54,Luca Lezzerini,Venezia,GK,6,496,-,-,2,-,-,72.5,-,1,6.90,-,-,-,-,-,-,-,-,-,-,0.2,-,-,-,26.7,-,5.3,-,Serie A,2021/2022
55,Simone Verdi,Salernitana,FW,11(4),838,5,-,3,-,2.4,77.5,0.3,1,6.90,0.8,0.2,0.7,-,-,0.7,-,-,1.3,1.8,1.3,0.1,1.3,1.3,17.5,1.3,1.1,-,Serie A,2021/2022
56,Alessandro Bastoni,Inter,D(C),29(2),2323,1,3,4,1,0.3,89.6,1.4,1,6.90,1.4,1.1,1,0.2,1.8,0.5,0.4,-,0.5,0.4,0.9,-,0.2,0.7,56.3,0.2,4,-,Serie A,2021/2022
57,Pedro,Lazio,FW,25(7),2043,9,5,5,-,1.1,86.7,0.1,2,6.89,1.1,0.2,1,-,0.3,1,0.1,-,0.9,1,1.2,0.2,0.8,1.7,27.8,0.1,1.2,0.1,Serie A,2021/2022
58,Hamed Traorè,Sassuolo,AM(CLR),21(10),1780,7,2,3,-,1.6,82.1,0.1,2,6.89,1,0.4,1,-,0.1,1.2,0.1,-,1.2,2,1,0.1,1.4,1.5,24.6,0.5,0.9,0.1,Serie A,2021/2022
59,Giovanni Simeone,Verona,FW,32(3),2669,17,5,8,-,2,70.4,1.7,5,6.89,0.8,0.2,1.6,-,0.6,0.9,0.1,-,0.7,0.7,1.7,1,2.3,3.9,18.6,0.2,0.3,-,Serie A,2021/2022
60,Davide Calabria,AC Milan,M(R),24(2),2124,2,3,2,-,1.4,76.3,0.4,-,6.89,2.4,0.9,0.6,0.2,1.1,1.3,0.2,-,0.7,0.4,1.1,-,0.2,0.6,39.8,0.8,2.8,-,Serie A,2021/2022
61,Matthijs de Ligt,Juventus,D(C),29(2),2675,3,1,2,1,0.6,88.9,2.9,2,6.87,1.1,0.8,1,0.2,3.1,0.1,0.7,-,0.3,0.1,0.5,0.1,0.1,0.4,54.5,-,3.3,-,Serie A,2021/2022
62,Alex Meret,Napoli,GK,7,620,-,-,-,-,-,86.8,0.6,1,6.87,-,-,-,-,0.6,-,-,-,-,-,0.7,-,-,-,21.6,-,4.6,-,Serie A,2021/2022
63,Guglielmo Vicario,Empoli,GK,38,3420,-,-,1,-,-,74.9,0.4,5,6.87,-,-,-,-,0.8,-,-,-,-,-,0.2,-,-,-,29.2,-,4.7,-,Serie A,2021/2022
64,Lukasz Skorupski,Bologna,GK,36,3240,-,-,4,-,-,72,0.5,5,6.86,-,-,0.1,-,1.1,-,-,-,-,-,0.1,-,-,-,30.2,-,7.1,-,Serie A,2021/2022
65,Pierre Kalulu,AC Milan,D(CR),21(7),1939,1,2,4,-,0.2,89.8,0.8,3,6.86,2.2,0.9,0.6,0.4,1.8,0.2,0.5,-,0.3,0.2,0.2,0.1,0.2,0.8,38.9,0.2,1.8,-,Serie A,2021/2022
66,Etrit Berisha,Torino,GK,10,900,-,-,1,-,-,49.5,-,-,6.86,-,-,0.1,-,0.8,-,-,-,-,-,0.3,-,-,-,28.1,-,5.9,-,Serie A,2021/2022
67,Junior Messias,AC Milan,FW,14(12),1430,5,2,2,-,1.7,72.8,1.1,2,6.86,1.3,0.7,0.8,-,0.6,0.7,-,-,0.8,1.2,0.9,0.1,0.7,1.8,18.5,0.3,0.4,-,Serie A,2021/2022
68,Mario Pasalic,Atalanta,M(CLR),24(13),2010,13,6,3,-,1.3,81.1,1.4,3,6.86,0.7,0.5,0.8,-,0.4,0.5,0.2,-,1.1,0.4,0.4,0.2,0.6,1.6,26.6,-,0.9,-,Serie A,2021/2022
69,Dries Mertens,Napoli,FW,16(14),1389,11,1,2,-,1.5,76.2,0.1,2,6.86,0.5,0.3,0.9,-,0.1,0.4,0.1,-,1.1,0.6,0.7,0.2,0.3,0.8,17.3,0.1,0.7,0.1,Serie A,2021/2022
70,Marko Arnautovic,Bologna,FW,32(1),2706,14,1,6,-,2.8,73.7,0.8,4,6.85,0.5,0.2,1.4,-,0.5,0.7,0.1,-,1.3,1.1,0.6,0.4,1.1,2.5,26.7,0.1,0.4,-,Serie A,2021/2022
71,Hirving Lozano,Napoli,FW,20(10),1622,5,5,3,-,1.7,82.1,0.3,2,6.85,0.9,0.3,0.9,-,0.3,0.7,-,-,0.9,1,1.1,0.5,1.1,1.7,17.5,0.5,0.2,-,Serie A,2021/2022
72,Sasa Lukic,Torino,M(C),34(1),2987,5,4,10,-,0.9,87.8,1.2,2,6.85,1.5,0.7,2.4,0.1,1.1,0.7,0.2,-,0.9,0.8,1.3,-,0.2,1.2,48.8,0.3,2.1,0.1,Serie A,2021/2022
73,Dusan Vlahovic,Juventus,FW,12(3),1078,7,1,2,-,2.9,68.3,1.3,2,6.85,-,-,0.5,-,0.5,0.3,-,-,0.6,0.7,1.3,0.8,1.9,3.7,14.7,0.1,0.9,-,Serie A,2021/2022
74,Beto,Udinese,FW,24(4),2175,11,-,1,-,2.3,68.7,2.6,1,6.84,0.8,0.2,1.9,-,0.9,0.4,-,-,0.7,1.4,0.9,0.5,1.9,3.7,12.7,-,0.3,-,Serie A,2021/2022
75,Adrien Tameze,Verona,M(C),26(12),2580,4,2,4,-,0.6,81.1,1.6,1,6.84,1.4,1.4,0.9,-,1,1,0.1,-,0.7,0.9,0.9,0.1,0.7,1.3,32.1,0.2,1.7,0.1,Serie A,2021/2022
76,Jerdy Schouten,Bologna,DMC,16(1),1394,1,1,2,1,0.4,84.7,1.6,1,6.84,1.5,1.9,1,-,1.7,0.8,0.3,-,0.7,1.3,0.4,-,0.6,1.5,46.2,-,1.7,-,Serie A,2021/2022
77,Josip Ilicic,Atalanta,FW,8(12),837,3,4,1,-,1.6,76.3,0.1,-,6.84,0.4,0.2,0.7,-,0.1,0.7,0.1,-,1.7,1.4,1.9,0.1,0.5,2,22.4,0.8,1.6,0.1,Serie A,2021/2022
78,Álvaro Morata,Juventus,FW,26(9),2312,9,7,5,-,1.7,75.7,1.1,3,6.83,0.5,0.1,1.4,-,0.6,0.7,-,-,1.3,0.7,2.2,0.6,1.2,2.2,18.1,0.1,0.8,0.1,Serie A,2021/2022
79,Nicolás Domínguez,Bologna,M(C),23(5),2027,-,3,8,-,0.8,83.4,1.3,2,6.83,2.7,1.1,0.9,-,1.1,1.6,0.3,-,1,0.5,1.4,-,0.8,1.2,42.3,0.1,2.8,0.1,Serie A,2021/2022
80,Amir Rrahmani,Napoli,D(CL),33,2928,4,-,5,-,0.7,91.1,2.4,2,6.83,0.6,0.6,0.7,0.3,2.5,0.1,0.8,-,0.2,0.2,0.7,-,0.2,0.3,60.8,-,3.2,-,Serie A,2021/2022
81,Adrian Semper,Genoa,GK,1,90,-,-,-,-,-,52.9,-,-,6.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,-,8,-,Serie A,2021/2022
82,Zlatan Ibrahimovic,AC Milan,FW,11(12),1009,8,3,2,-,2.2,72.5,1.9,2,6.82,-,0.1,0.7,-,0.4,0.1,-,1,1,0.2,0.4,0.8,0.4,1,18,0.1,0.2,-,Serie A,2021/2022
83,Gianluca Scamacca,Sassuolo,FW,25(11),2155,16,-,7,-,2.2,74,1.4,2,6.82,0.5,0.1,1.4,-,0.6,0.4,-,-,0.7,0.6,0.6,0.3,1.4,2.1,14.9,-,0.5,-,Serie A,2021/2022
84,David Ospina,Napoli,GK,31,2790,-,-,1,-,-,81.2,0.4,-,6.82,-,-,-,-,0.5,-,-,-,-,-,0.3,-,-,-,27.5,-,4.8,-,Serie A,2021/2022
85,Teun Koopmeiners,Atalanta,M(C),23(7),2129,4,1,4,-,0.9,82.7,0.9,2,6.82,1.3,0.5,1.2,-,0.5,1.1,0.1,1,1.6,0.7,0.7,0.2,0.6,1.4,45.6,1,2.9,-,Serie A,2021/2022
86,Éderson,Salernitana,M(C),13(2),1153,2,1,5,-,1.4,81.6,0.7,2,6.82,1.9,1.3,1.2,0.1,0.5,0.8,0.1,-,0.6,1.3,2.3,0.1,1.1,1.6,24.3,-,1.1,0.1,Serie A,2021/2022
87,Riccardo Stivanello,Bologna,Defender,0(1),45,-,-,-,-,-,75,1,-,6.82,1,-,-,-,6,-,2,-,-,-,1,-,-,1,12,-,2,-,Serie A,2021/2022
88,Adrien Rabiot,Juventus,M(L),28(4),2294,-,2,5,-,0.8,83.3,1.5,-,6.82,2,0.6,1.4,-,1,0.6,0.3,-,0.7,1.4,0.9,0.1,0.8,1.2,31.8,0.2,0.8,-,Serie A,2021/2022
89,Milan Skriniar,Inter,D(C),35,3150,3,-,3,-,0.7,92.9,1.5,-,6.82,1.3,0.7,1.2,0.3,2.5,0.5,0.7,-,0.3,0.3,0.7,0.1,0.2,0.5,60,0.1,3,0.1,Serie A,2021/2022
90,Denzel Dumfries,Inter,M(R),21(12),2028,5,4,3,-,1.2,77.1,1.3,1,6.81,1,0.3,1,0.1,0.5,0.5,0.2,-,0.8,0.5,1.1,0.1,0.7,1.2,20.5,0.4,0.4,-,Serie A,2021/2022
91,Jordan Veretout,Roma,M(C),26(10),2329,4,8,6,-,0.8,88.4,0.4,1,6.81,0.9,0.8,0.5,-,0.6,0.7,-,-,1.5,0.4,0.6,-,0.3,0.7,37,1,2.8,-,Serie A,2021/2022
92,Manuel Locatelli,Juventus,M(C),23(8),2161,3,4,6,-,0.7,85.8,1,2,6.81,1.4,0.7,1.4,-,1.1,0.8,0.7,-,0.6,0.6,0.8,0.1,0.5,0.8,45.8,-,3.2,-,Serie A,2021/2022
93,Stephane Singo,Torino,M(R),32(3),2626,3,4,5,1,1.2,79.8,1.2,3,6.80,1.6,0.7,1.2,-,1.2,0.3,0.2,-,0.7,1.2,1.7,0.2,0.5,1.9,30.4,0.4,1.5,-,Serie A,2021/2022
94,Simone Bastoni,Spezia,M(L),26(5),2291,3,3,5,1,0.9,74,0.8,2,6.80,1.7,1,1,-,0.9,1.4,0.4,-,1.5,1.4,1.1,-,1,2,32.1,1.4,1.6,-,Serie A,2021/2022
95,Szymon Zurkowski,Empoli,M(C),29(6),2320,6,2,5,-,1.3,79.9,0.7,2,6.80,1.7,1,1.2,-,0.8,1.1,0.3,-,0.6,1.1,1.9,-,1,1.9,24.9,0.1,0.5,-,Serie A,2021/2022
96,Giorgio Altare,Cagliari,D(C),17(2),1469,1,-,5,-,0.9,68.9,2.4,1,6.80,2.1,1.6,1.8,0.3,3.7,0.3,0.3,-,0.4,0.4,0.5,0.1,0.2,0.3,36.7,0.3,3.1,-,Serie A,2021/2022
97,Samir,Udinese,D(CL),17,1427,-,-,5,-,0.4,79.8,2.4,-,6.80,2.1,2.5,1.9,0.3,3.4,0.6,0.4,-,0.2,0.2,0.9,-,0.2,0.5,37.5,0.2,2.1,-,Serie A,2021/2022
98,Ibañez,Roma,D(C),32(2),2888,3,-,9,-,0.6,87.5,1.8,2,6.80,1.6,1.8,1.4,0.6,2.8,0.5,0.2,-,0.3,0.3,1.4,-,0.4,1,55.6,-,3.4,-,Serie A,2021/2022
99,Destiny Udogie,Udinese,M(L),29(6),2486,5,4,4,-,0.8,78.4,0.8,-,6.80,1.8,0.8,1,0.2,1,0.8,0.2,-,0.8,1.1,1,0.1,1,1.4,21.9,0.1,0.3,-,Serie A,2021/2022
100,Milan Badelj,Genoa,M(C),34,2853,1,-,4,-,0.6,78.9,1,1,6.79,1.9,2.5,1.1,0.1,1.2,1.4,0.2,-,0.8,1,0.6,-,0.8,1.4,45.6,0.1,2.4,0.1,Serie A,2021/2022
101,Sérgio Oliveira,Roma,DMC,13(1),902,2,1,5,-,0.9,83.2,0.6,3,6.79,1.9,0.7,0.9,-,0.4,1.1,-,-,1.1,0.6,1.8,-,0.7,0.6,32.8,0.9,2.1,-,Serie A,2021/2022
102,Samir Handanovic,Inter,GK,37,3330,-,-,1,-,-,83.3,0.2,3,6.79,-,-,-,-,0.5,-,-,-,-,-,0.1,-,-,-,29.3,-,5.2,-,Serie A,2021/2022
103,Petar Stojanovic,Empoli,M(R),32(1),2741,1,1,9,1,0.3,78.5,0.4,1,6.79,2.9,0.8,1.4,0.2,1.6,1.7,0.4,-,1.1,1.6,0.7,0.1,1.1,1.7,40.8,0.6,1.8,0.1,Serie A,2021/2022
104,Ismaël Bennacer,AC Milan,DMC,15(16),1523,2,1,7,-,0.5,87.7,0.5,2,6.78,1.4,0.8,0.8,-,0.5,0.9,0.1,-,0.7,1.2,1.4,-,0.8,0.9,34.5,0.2,2.1,0.1,Serie A,2021/2022
105,Morten Frendrup,Genoa,DMC,6(4),694,-,-,1,-,0.4,66.5,1.2,-,6.78,4,1.7,1,-,0.6,1.6,0.2,-,0.4,0.3,0.4,-,0.3,1.5,27.2,0.2,0.7,-,Serie A,2021/2022
106,Marten de Roon,Atalanta,DMC,28(2),2549,3,-,5,1,0.8,85.4,1.8,-,6.78,2.3,1.5,1.7,0.3,1.4,0.9,0.1,-,0.2,0.2,0.5,-,0.2,0.4,55.3,-,3.5,-,Serie A,2021/2022
107,Marco Faraoni,Verona,M(R),30(2),2583,4,6,6,1,0.9,68,1.4,1,6.77,1.9,0.7,0.8,-,1.7,1,0.2,-,0.6,0.4,1.1,0.2,0.4,1.6,30.9,0.7,2.1,0.1,Serie A,2021/2022
108,João Pedro,Cagliari,FW,37,3325,13,4,9,-,2.5,72.3,1.7,4,6.77,0.4,0.2,1.8,-,0.5,0.4,0.1,-,0.8,0.9,2.3,0.8,1,2.9,18.7,0.1,1,-,Serie A,2021/2022
109,Josip Brekalo,Torino,FW,26(6),2297,7,2,1,-,1.4,78.1,0.5,3,6.77,0.3,0.1,0.6,-,0.2,0.6,-,-,1.9,1.3,0.7,0.2,1.2,1.6,31.5,1.1,1.3,0.1,Serie A,2021/2022
110,Davide Frattesi,Sassuolo,DMC,35(1),2885,4,3,6,-,1.9,83.7,0.7,1,6.77,1.3,0.8,1.3,0.1,1.6,0.7,0.3,1,0.8,1.2,1.6,-,0.6,1.6,34,0.1,1.3,0.1,Serie A,2021/2022
111,Federico Dimarco,Inter,M(L),13(19),1422,2,2,1,-,1.2,88.2,0.3,1,6.77,0.9,0.6,0.5,-,0.4,0.3,-,-,1.5,0.3,0.4,0.1,0.3,0.4,31.3,1.8,2,-,Serie A,2021/2022
